1653177600,4
1653264000,15
1653350400,21
1653436800,32
1653523200,34
1653609600,36
1653696000,43
1653782400,45
1653868800,53
1653955200,53
1654041600,57
1654128000,59
1654214400,61
1654300800,64
1654387200,64
1654473600,64
1654560000,65
1654646400,69
1654732800,69
1654819200,70
1654905600,72
1654992000,76
1655078400,79
1655164800,94
1655251200,96
1655337600,98
1655424000,99
1655510400,100
1655596800,100
1655683200,100
1655769600,100
1655856000,100
1655942400,100
1656028800,100
1656115200,100
1656201600,107
1656288000,107
1656374400,106
1656460800,106
1656547200,106
1656633600,106
1656720000,104
1656806400,105
1656892800,106
1656979200,114
1657065600,115
1657152000,116
1657238400,116
1657324800,115
1657411200,115
1657497600,115
1657584000,115
1657670400,114
1657756800,112
1657843200,114
1657929600,116
1658016000,116
1658102400,119
1658188800,119
1658275200,118
1658361600,118
1658448000,118
1658534400,119
1658620800,119
1658707200,119
1658793600,120
1658880000,120
1658966400,120
1659052800,120
1659139200,120
1659225600,118
1659312000,119
1659398400,119
1659484800,119
1659571200,124
1659657600,127
1659744000,127
1659830400,128
1659916800,130
1660003200,130
1660089600,128
1660176000,129
1660262400,130
1660348800,132
1660435200,131
1660521600,133
1660608000,132
1660694400,132
1660780800,132
1660867200,131
1660953600,131
1661040000,131
1661126400,132
1661212800,133
1661299200,135
1661385600,135
1661472000,134
1661558400,135
1661644800,135
1661731200,135
1661817600,135
1661904000,135
1661990400,135
1662076800,137
1662163200,139
1662249600,139
1662336000,139
1662422400,139
1662508800,137
1662595200,137
1662681600,138
1662768000,138
1662854400,137
1662940800,136
1663027200,136
1663113600,135
1663200000,134
1663286400,136
1663372800,138
1663459200,140
1663545600,140
1663632000,140
1663718400,139
1663804800,138
1663891200,138
1663977600,137
1664064000,140
1664150400,141
1664236800,141
1664323200,141
1664409600,143
1664496000,144
1664582400,144
1664668800,143
1664755200,142
1664841600,144
1664928000,145
1665014400,151
1665100800,154
1665187200,154
1665273600,155
1665360000,156
1665446400,157
1665532800,158
1665619200,162
1665705600,162
1665792000,162
1665878400,166
1665964800,167
1666051200,168
1666137600,173
1666224000,174
1666310400,174
1666396800,173
1666483200,175
1666569600,179
1666656000,184
1666742400,186
1666828800,186
1666915200,184
1667001600,175
1667088000,174
1667174400,174
1667260800,176
